year,state,candidate,party,candidatevotes
1984,New Hampshire,"Mondale, Walter",democrat,120347
1984,New Hampshire,"Bergland, David",libertarian,735
1984,New Hampshire,"Larouche, Lyndon, Jr.",independent,467
1984,New Hampshire,"Serrette, Dennis",alliance,305
1984,New Jersey,"Reagan, Ronald",republican,1933630
1984,New Jersey,"Mondale, Walter",democrat,1261323
1984,New Jersey,"Holmes, Larry",workers world,8404
1984,New Jersey,"Bergland, David",libertarian,6416
1984,New Jersey,"Serrette, Dennis",alliance,2293
1984,New Jersey,"Winn, Edward",workers league,1721
1984,New Jersey,"Hall, Gus",communist party use,1564
1984,New Jersey,"Mason, Melvin",socialist workers,1264
1984,New Jersey,"Johnson, Sonia",citizens,1247
1984,New Mexico,"Reagan, Ronald",republican,307101
1984,New Mexico,"Mondale, Walter",democrat,201769
1984,New Mexico,"Bergland, David",libertarian,4459
1984,New Mexico,"Johnson, Sonia",citizens,455
1984,New Mexico,"Mason, Melvin",socialist workers,224
1984,New Mexico,"Dodge, Earl",prohibition,206
1984,New Mexico,"Serrette, Dennis",alliance,155
1984,New Mexico,Other,,1
1984,New York,"Reagan, Ronald",republican,3376519
1984,New York,"Mondale, Walter",democrat,3001285
1984,New York,"Reagan, Ronald",conservative,288244
1984,New York,"Mondale, Walter",liberal party,118324
1984,New York,"Bergland, David",libertarian,11949
1984,New York,"Hall, Gus",communist party use,4226
1984,New York,"Serrette, Dennis",alliance,3200
1984,New York,"Holmes, Larry",workers world,2226
1984,New York,Other,,837
1984,North Carolina,"Reagan, Ronald",republican,1346481
1984,North Carolina,"Mondale, Walter",democrat,824287
1984,North Carolina,"Bergland, David",libertarian,3794
1984,North Carolina,"Mason, Melvin",socialist workers,799
1984,North Dakota,"Reagan, Ronald",republican,200336
1984,North Dakota,"Mondale, Walter",democrat,104429
1984,North Dakota,"Larouche, Lyndon, Jr.",independent,1278
1984,North Dakota,"Richards, Bob",populist,1077
1984,North Dakota,"Bergland, David",libertarian,703
1984,North Dakota,"Johnson, Sonia",citizens,368
1984,North Dakota,"Mason, Melvin",socialist workers,239
1984,North Dakota,"Dodge, Earl",prohibition,220
1984,North Dakota,"Hall, Gus",communist party use,169
1984,North Dakota,"Serrette, Dennis",alliance,152
1984,Ohio,"Reagan, Ronald",republican,2678559
1984,Ohio,"Mondale, Walter",democrat,1825440
1984,Ohio,"Serrette, Dennis",alliance,24180
1984,Ohio,"Larouche, Lyndon, Jr.",independent,10693
1984,Ohio,"Winn, Edward",workers league,7130
1984,Ohio,"Bergland, David",libertarian,5886
1984,Ohio,"Hall, Gus",communist party use,4438
1984,Ohio,"Mason, Melvin",socialist workers,4344
1984,Ohio,"Holmes, Larry",workers world,2565
1984,Oklahoma,"Reagan, Ronald",republican,861530
1984,Oklahoma,"Mondale, Walter",democrat,385080
1984,Oklahoma,"Bergland, David",libertarian,9066
1984,Oregon,"Reagan, Ronald",republican,685700
1984,Oregon,"Mondale, Walter",democrat,536479
1984,Oregon,Other,,4348
1984,Pennsylvania,"Reagan, Ronald",republican,2584323
1984,Pennsylvania,"Mondale, Walter",democrat,2228131
1984,Pennsylvania,"Johnson, Sonia",citizens,21628
1984,Pennsylvania,"Bergland, David",libertarian,6982
1984,Pennsylvania,"Winn, Edward",workers league,2059
1984,Pennsylvania,"Hall, Gus",communist party use,1780
1984,Rhode Island,"Reagan, Ronald",republican,212080
1984,Rhode Island,"Mondale, Walter",democrat,197106
1984,Rhode Island,"Richards, Bob",populist,510
1984,Rhode Island,"Bergland, David",libertarian,277
1984,Rhode Island,"Johnson, Sonia",citizens,240
1984,Rhode Island,"Holmes, Larry",workers world,91
1984,Rhode Island,"Hall, Gus",communist party use,75
1984,Rhode Island,"Mason, Melvin",socialist workers,61
1984,Rhode Island,"Serrette, Dennis",alliance,49
1984,South Carolina,"Reagan, Ronald",republican,615539
1984,South Carolina,"Mondale, Walter",democrat,344459
1984,South Carolina,"Bergland, David",libertarian,4359
1984,South Carolina,"Dennis, Delmar",american,3490
1984,South Carolina,"Serrette, Dennis",alliance,682
1984,South Dakota,"Reagan, Ronald",republican,200267
1984,South Dakota,"Mondale, Walter",democrat,116113
1984,South Dakota,"Serrette, Dennis",alliance,1150
1984,South Dakota,"Mason, Melvin",socialist workers,337
1984,Tennessee,"Reagan, Ronald",republican,990212
1984,Tennessee,"Mondale, Walter",democrat,711714
1984,Tennessee,"Bergland, David",libertarian,3072
1984,Tennessee,"Larouche, Lyndon, Jr.",independent,1852
1984,Tennessee,"Richards, Bob",populist,1763
1984,Tennessee,"Hall, Gus",communist party use,1036
1984,Tennessee,"Johnson, Sonia",citizens,978
1984,Tennessee,"Mason, Melvin",socialist workers,715
1984,Tennessee,"Serrette, Dennis",alliance,524
1984,Tennessee,Other,,127
1984,Texas,"Reagan, Ronald",republican,3433428
1984,Texas,"Mondale, Walter",democrat,1949276
1984,Texas,"Larouche, Lyndon, Jr.",independent,14613
1984,Texas,Other,,254
1984,Utah,"Reagan, Ronald",republican,469105
1984,Utah,"Mondale, Walter",democrat,155369
1984,Utah,"Bergland, David",libertarian,2447
1984,Utah,"Dennis, Delmar",american,1345
1984,Utah,"Johnson, Sonia",citizens,844
1984,Utah,"Serrette, Dennis",alliance,220
1984,Utah,"Hall, Gus",communist party use,184
1984,Utah,"Mason, Melvin",socialist workers,142
1984,Vermont,"Reagan, Ronald",republican,135865
1984,Vermont,"Mondale, Walter",democrat,95730
1984,Vermont,"Bergland, David",libertarian,1002
1984,Vermont,Other,,712
1984,Vermont,"Larouche, Lyndon, Jr.",independent,423
1984,Vermont,"Serrette, Dennis",alliance,323
1984,Vermont,"Johnson, Sonia",citizens,264
1984,Vermont,"Mason, Melvin",socialist workers,127
1984,Vermont,"Hall, Gus",communist party use,115
1984,Virginia,"Reagan, Ronald",republican,1337078
1984,Virginia,"Mondale, Walter",democrat,796250
1984,Virginia,"Larouche, Lyndon, Jr.",independent,13307
1984,Washington,"Reagan, Ronald",republican,1051670
1984,Washington,"Mondale, Walter",democrat,798352
1984,Washington,"Bergland, David",libertarian,8844
1984,Washington,"Richards, Bob",populist,5724
1984,Washington,"Larouche, Lyndon, Jr.",independent,4712
1984,Washington,"Johnson, Sonia",citizens,1891
1984,Washington,"Serrette, Dennis",alliance,1654
1984,Washington,"Hall, Gus",communist party use,814
1984,Washington,"Holmes, Larry",workers world,641
1984,Washington,"Mason, Melvin",socialist workers,608
1984,West Virginia,"Reagan, Ronald",republican,405483
1984,West Virginia,"Mondale, Walter",democrat,328125
1984,West Virginia,"Richards, Bob",populist,996
1984,West Virginia,"Mason, Melvin",socialist workers,645
1984,West Virginia,"Serrette, Dennis",alliance,493
1984,Wisconsin,"Reagan, Ronald",republican,1198584
1984,Wisconsin,"Mondale, Walter",democrat,995740
1984,Wisconsin,"Bergland, David",libertarian,4883
1984,Wisconsin,"Richards, Bob",populist,3864
1984,Wisconsin,"Larouche, Lyndon, Jr.",independent,3791
1984,Wisconsin,"Johnson, Sonia",citizens,1456
1984,Wisconsin,"Serrette, Dennis",alliance,1006
1984,Wisconsin,Other,,706
1984,Wisconsin,"Holmes, Larry",workers world,619
1984,Wisconsin,"Hall, Gus",communist party use,596
1984,Wisconsin,"Mason, Melvin",socialist workers,444
1984,Wyoming,"Reagan, Ronald",republican,133241
1984,Wyoming,"Mondale, Walter",democrat,53370
1984,Wyoming,"Bergland, David",libertarian,2357
1988,Alabama,"Bush, George H.W.",republican,815576
1988,Alabama,"Dukakis, Michael",democrat,549506
1988,Alabama,"Paul, Ronald """"Ron""""",libertarian,8460
1988,Alabama,"Winn, Edward",independent,4428
1988,Alabama,,,506
1988,Alaska,"Bush, George H.W.",republican,119251
1988,Alaska,"Dukakis, Michael",democrat,72584
1988,Alaska,"Paul, Ronald """"Ron""""",libertarian,5484
1988,Alaska,"Fulani, Lenora",new alliance,1024
1988,Alaska,,,957
1988,Alaska,"Larouche, Lyndon, Jr.",national economic recovery,816
1988,Arizona,"Bush, George H.W.",republican,702541
1988,Arizona,"Dukakis, Michael",democrat,454029
1988,Arizona,"Paul, Ronald """"Ron""""",libertarian,13351
1988,Arizona,"Fulani, Lenora",new alliance,1662
1988,Arizona,,,290
1988,Arkansas,"Bush, George H.W.",republican,466578
1988,Arkansas,"Dukakis, Michael",democrat,349237
1988,Arkansas,"Dodge, Earl",populist,5146
1988,Arkansas,"Paul, Ronald """"Ron""""",libertarian,3297
1988,Arkansas,"Fulani, Lenora",new alliance,2161
1988,Arkansas,"Dodge, Earl",prohibition,1319
1988,California,"Bush, George H.W.",republican,5054917
1988,California,"Dukakis, Michael",democrat,4702233
1988,California,"Paul, Ronald """"Ron""""",libertarian,70105
1988,California,"Fulani, Lenora",independent,58999
1988,California,,,811
1988,Colorado,"Bush, George H.W.",republican,728177
1988,Colorado,"Dukakis, Michael",democrat,621453
1988,Colorado,"Paul, Ronald """"Ron""""",libertarian,15482
1988,Colorado,"Dodge, Earl",prohibition,4604
1988,Colorado,"Fulani, Lenora",new alliance,2539
1988,Colorado,,,139
1988,Connecticut,"Bush, George H.W.",republican,750241
1988,Connecticut,"Dukakis, Michael",democrat,676584
1988,Connecticut,"Paul, Ronald """"Ron""""",libertarian,14071
1988,Connecticut,"Fulani, Lenora",new alliance,2491
1988,Connecticut,,,7
1988,Delaware,"Bush, George H.W.",republican,139639
1988,Delaware,"Dukakis, Michael",democrat,108647
1988,Delaware,"Paul, Ronald """"Ron""""",libertarian,1162
1988,Delaware,"Fulani, Lenora",new alliance,443
1988,District of Columbia,"Dukakis, Michael",democrat,159407
1988,District of Columbia,"Bush, George H.W.",republican,27590
1988,District of Columbia,,independent,3064
1988,District of Columbia,,,1553
1988,District of Columbia,"Paul, Ronald """"Ron""""",libertarian,554
1988,District of Columbia,,third world assembly,236
1988,District of Columbia,"Winn, Edward",workers league,208
1988,District of Columbia,"Kenoyer, Willa",socialist,142
1988,District of Columbia,"Warren, James """"Mac""""",socialist workers,123
1988,Florida,"Bush, George H.W.",republican,2618885
1988,Florida,"Dukakis, Michael",democrat,1656701
1988,Florida,"Paul, Ronald """"Ron""""",libertarian,19796
1988,Florida,"Fulani, Lenora",new alliance,6655
1988,Florida,,,276
1988,Georgia,"Bush, George H.W.",republican,1081331
1988,Georgia,"Dukakis, Michael",democrat,714792
1988,Georgia,"Paul, Ronald """"Ron""""",libertarian,8435
1988,Georgia,"Fulani, Lenora",new alliance,5099
1988,Georgia,,,15
1988,Hawaii,"Dukakis, Michael",democrat,192364
1988,Hawaii,"Bush, George H.W.",republican,158625
1988,Hawaii,"Paul, Ronald """"Ron""""",libertarian,1999
1988,Hawaii,"Fulani, Lenora",no party affiliation,1003
1988,Hawaii,"Larouche, Lyndon, Jr.",national economic recovery,470
1988,Idaho,"Bush, George H.W.",republican,253881
1988,Idaho,"Dukakis, Michael",democrat,147272
1988,Idaho,"Paul, Ronald """"Ron""""",libertarian,5313
1988,Idaho,"Fulani, Lenora",independent,2502
1988,Illinois,"Bush, George H.W.",republican,2310939
1988,Illinois,"Dukakis, Michael",democrat,2215940
1988,Illinois,"Paul, Ronald """"Ron""""",libertarian,14944
1988,Illinois,"Fulani, Lenora",solidarity,10276
1988,Illinois,"Winn, Edward",independent,7021
1988,Indiana,"Bush, George H.W.",republican,1297763
1988,Indiana,"Dukakis, Michael",democrat,860643
1988,Indiana,"Fulani, Lenora",new alliance,10215
1988,Iowa,"Dukakis, Michael",democrat,670557
1988,Iowa,"Bush, George H.W.",republican,545355
1988,Iowa,"Larouche, Lyndon, Jr.",nominated by petition,3526
1988,Iowa,"Paul, Ronald """"Ron""""",libertarian,2494
1988,Iowa,Scattering,,1613
1988,Iowa,"Duke, David",patriotic party,755
1988,Iowa,"Fulani, Lenora",new alliance,540
1988,Iowa,"Kenoyer, Willa",socialist,334
1988,Iowa,"Winn, Edward",workers league,235
1988,Iowa,"Warren, James """"Mac""""",socialist workers,205
1988,Kansas,"Bush, George H.W.",republican,554049
1988,Kansas,"Dukakis, Michael",democrat,422636
1988,Kansas,,independent,16359
1988,Kentucky,"Bush, George H.W.",republican,734281
1988,Kentucky,"Dukakis, Michael",democrat,580368
1988,Kentucky,"Duke, David",populist,4494
1988,Kentucky,"Paul, Ronald """"Ron""""",libertarian,2118
1988,Kentucky,"Fulani, Lenora",new alliance,1256
1988,Louisiana,"Bush, George H.W.",republican,883702
1988,Louisiana,"Dukakis, Michael",democrat,717460
1988,Louisiana,"Duke, David",populist,18612
1988,Louisiana,"Paul, Ronald """"Ron""""",libertarian,4115
1988,Louisiana,"Fulani, Lenora",new alliance,2355
1988,Louisiana,"Larouche, Lyndon, Jr.",national economic recovery,1958
1988,Maine,"Bush, George H.W.",republican,307131
1988,Maine,"Dukakis, Michael",democrat,243569
1988,Maine,"Paul, Ronald """"Ron""""",libertarian,2700
1988,Maine,"Fulani, Lenora",new alliance,1405
1988,Maine,,other,230
1988,Maryland,"Bush, George H.W.",republican,876167
1988,Maryland,"Dukakis, Michael",democrat,826304
1988,Maryland,"Paul, Ronald """"Ron""""",libertarian,6748
1988,Maryland,"Fulani, Lenora",new alliance,5115
1988,Maryland,,,24
1988,Massachusetts,"Dukakis, Michael",democrat,1401415
1988,Massachusetts,"Bush, George H.W.",republican,1194635
1988,Massachusetts,"Paul, Ronald """"Ron""""",libertarian,24251
1988,Massachusetts,"Fulani, Lenora",new alliance,9561
1988,Massachusetts,,other,2939
1988,Michigan,"Bush, George H.W.",republican,1965486
1988,Michigan,"Dukakis, Michael",democrat,1675783
1988,Michigan,"Paul, Ronald """"Ron""""",libertarian,18336
1988,Michigan,,other,7600
1988,Michigan,"Winn, Edward",workers league,1958
1988,Minnesota,"Dukakis, Michael",democrat,1109471
1988,Minnesota,"Bush, George H.W.",republican,962337
1988,Minnesota,"McCarthy, Eugene """"Gene""""",progressive,5403
1988,Minnesota,"Paul, Ronald """"Ron""""",libertarian,5109
1988,Minnesota,,,3614
1988,Minnesota,"Warren, James """"Mac""""",socialist workers,2155
1988,Minnesota,"Herer, Jack",grassroots,1949
1988,Minnesota,"Fulani, Lenora",new alliance,1734
1988,Minnesota,"Larouche, Lyndon, Jr.",national economic recovery,1702
1988,Minnesota,"Duke, David",populist,1529
1988,Minnesota,"Dennis, Delmar",american,1298
1988,Minnesota,"Winn, Edward",workers league,489
1988,Mississippi,"Bush, George H.W.",republican,557890
1988,Mississippi,"Dukakis, Michael",democrat,363921
1988,Mississippi,,independent,6387
1988,Mississippi,"Paul, Ronald """"Ron""""",libertarian,3329
1988,Missouri,"Bush, George H.W.",republican,1084953
1988,Missouri,"Dukakis, Michael",democrat,1001619
1988,Missouri,"Fulani, Lenora",new alliance,6656
1988,Montana,"Bush, George H.W.",republican,190412
1988,Montana,"Dukakis, Michael",democrat,168936
1988,Montana,"Paul, Ronald """"Ron""""",libertarian,5047
1988,Montana,"Fulani, Lenora",new alliance,1279
1988,Nebraska,"Bush, George H.W.",republican,397956
1988,Nebraska,"Dukakis, Michael",democrat,259235
1988,Nebraska,"Paul, Ronald """"Ron""""",libertarian,2534
1988,Nebraska,"Fulani, Lenora",new alliance,1740
1988,Nevada,"Bush, George H.W.",republican,206040
1988,Nevada,"Dukakis, Michael",democrat,132738
1988,Nevada,"Paul, Ronald """"Ron""""",libertarian,3520
1988,Nevada,"Fulani, Lenora",new alliance,835
1988,New Hampshire,"Bush, George H.W.",republican,281537
1988,New Hampshire,"Dukakis, Michael",democrat,163696
1988,New Hampshire,"Paul, Ronald """"Ron""""",libertarian,4502
1988,New Hampshire,"Fulani, Lenora",new alliance,790
1988,New Jersey,"Bush, George H.W.",republican,1743192
1988,New Jersey,"Dukakis, Michael",democrat,1320352
1988,New Jersey,"Herberg G., Lewin",peace & freedom,9953
1988,New Jersey,"Paul, Ronald """"Ron""""",libertarian,8421
1988,New Jersey,"Fulani, Lenora",new alliance,5139
1988,New Jersey,"McCarthy, Eugene """"Gene""""",consumer,3454
1988,New Jersey,"Kenoyer, Willa",socialist,2587
1988,New Jersey,"Duke, David",populist,2446
1988,New Jersey,"Warren, James """"Mac""""",socialist workers,2298
1988,New Jersey,"Holmes, Larry",workers world,1020
1988,New Jersey,"Winn, Edward",workers league,691
1988,New Mexico,"Bush, George H.W.",republican,270341
1988,New Mexico,"Dukakis, Michael",democrat,244497
1988,New Mexico,"Paul, Ronald """"Ron""""",libertarian,3368
1988,New Mexico,"Fulani, Lenora",new alliance,2237
1988,New Mexico,"Warren, James """"Mac""""",socialist workers,344
1988,New Mexico,"Holmes, Larry",workers world,258
1988,New Mexico,"Dodge, Earl",prohibition,249
1988,New Mexico,,write-in,93
1988,New York,"Dukakis, Michael",democrat,3255487
1988,New York,"Bush, George H.W.",republican,2838414
1988,New York,"Bush, George H.W.",conservative,243457
1988,New York,"Dukakis, Michael",liberal party,92395
1988,New York,"Marra, William A.",right-to-life,20497
1988,New York,"Fulani, Lenora",new alliance,15845
1988,New York,"Paul, Ronald """"Ron""""",libertarian,12109
1988,New York,"Holmes, Larry",workers world,4179
1988,New York,"Warren, James """"Mac""""",socialist workers,3287
1988,New York,,other,13
1988,North Carolina,"Bush, George H.W.",republican,1237258
1988,North Carolina,"Dukakis, Michael",democrat,890167
1988,North Carolina,"Fulani, Lenora",new alliance,5682
1988,North Carolina,"Paul, Ronald """"Ron""""",,1263
1988,North Dakota,"Bush, George H.W.",republican,166559
1988,North Dakota,"Dukakis, Michael",democrat,127739
1988,North Dakota,"Paul, Ronald """"Ron""""",libertarian,1315
1988,North Dakota,"Larouche, Lyndon, Jr.",national economic recovery,905
1988,North Dakota,"Fulani, Lenora",new alliance,396
1988,North Dakota,"Warren, James """"Mac""""",socialist workers,347
1988,Ohio,"Bush, George H.W.",republican,2416549
1988,Ohio,"Dukakis, Michael",democrat,1939629
1988,Ohio,"Fulani, Lenora",new alliance,12017
1988,Ohio,"Paul, Ronald """"Ron""""",libertarian,11926
1988,Ohio,,independent,7713
1988,Ohio,"Winn, Edward",workers league,5401
1988,Ohio,,,350
1988,Oklahoma,"Bush, George H.W.",republican,678367
1988,Oklahoma,"Dukakis, Michael",democrat,483423
1988,Oklahoma,"Paul, Ronald """"Ron""""",libertarian,6261
1988,Oklahoma,"Fulani, Lenora",new alliance,2985
1988,Oregon,"Dukakis, Michael",democrat,616206
1988,Oregon,"Bush, George H.W.",republican,560126
1988,Oregon,"Paul, Ronald """"Ron""""",libertarian,14811
1988,Oregon,"Fulani, Lenora",independent,6487
1988,Oregon,,other,4064
1988,Pennsylvania,"Bush, George H.W.",republican,2300087
1988,Pennsylvania,"Dukakis, Michael",democrat,2194944
1988,Pennsylvania,"McCarthy, Eugene """"Gene""""",consumer,19158
1988,Pennsylvania,"Paul, Ronald """"Ron""""",libertarian,12051
1988,Pennsylvania,"Fulani, Lenora",new alliance,4379
1988,Pennsylvania,"Duke, David",populist,3444
1988,Pennsylvania,"Winn, Edward",workers league,2188
1988,Rhode Island,"Dukakis, Michael",democrat,225123
1988,Rhode Island,"Bush, George H.W.",republican,177761
1988,Rhode Island,"Paul, Ronald """"Ron""""",libertarian,825
1988,Rhode Island,"Fulani, Lenora",new alliance,280
1988,Rhode Island,"Herberg G., Lewin",peace & freedom,195
1988,Rhode Island,"Duke, David",populist,159
1988,Rhode Island,"Warren, James """"Mac""""",socialist workers,130
1988,Rhode Island,"Kenoyer, Willa",socialist,96
1988,Rhode Island,,,53
1988,South Carolina,"Bush, George H.W.",republican,606443
1988,South Carolina,"Dukakis, Michael",democrat,370554
1988,South Carolina,"Paul, Ronald """"Ron""""",libertarian,4935
1988,South Carolina,"Fulani, Lenora",united citizens,4077
1988,South Dakota,"Bush, George H.W.",republican,165415
1988,South Dakota,"Dukakis, Michael",democrat,145560
1988,South Dakota,,independent,2016
1988,Tennessee,"Bush, George H.W.",republican,947233
1988,Tennessee,"Dukakis, Michael",democrat,679794
1988,Tennessee,,independent,8938
1988,Tennessee,,,285
1988,Texas,"Bush, George H.W.",republican,3036829
1988,Texas,"Dukakis, Michael",democrat,2352748
1988,Texas,"Paul, Ronald """"Ron""""",libertarian,30355
1988,Texas,"Fulani, Lenora",new alliance,7208
1988,Texas,,,270
1988,Utah,"Bush, George H.W.",republican,428442
1988,Utah,"Dukakis, Michael",democrat,207343
1988,Utah,"Paul, Ronald """"Ron""""",libertarian,7473
1988,Utah,"Dennis, Delmar",american,2158
1988,Utah,"Fulani, Lenora",new alliance,455
1988,Utah,"Larouche, Lyndon, Jr.",national economic recovery,427
1988,Utah,"Youngkeit, Louie G.",independent,372
1988,Utah,"Warren, James """"Mac""""",socialist workers,209
1988,Utah,"Kenoyer, Willa",socialist,129
1988,Vermont,"Bush, George H.W.",republican,124331
1988,Vermont,"Dukakis, Michael",democrat,115775
1988,Vermont,Scattering,,1134
1988,Vermont,"Paul, Ronald """"Ron""""",libertarian,1000
1988,Vermont,"Larouche, Lyndon, Jr.",independent,275
1988,Vermont,"Fulani, Lenora",new alliance,205
1988,Vermont,"Duke, David",populist,189
1988,Vermont,"Herberg G., Lewin",peace & freedom,164
1988,Vermont,"Kenoyer, Willa",liberty union party,142
1988,Vermont,"Warren, James """"Mac""""",socialist workers,113
1988,Virginia,"Bush, George H.W.",republican,1309162
1988,Virginia,"Dukakis, Michael",democrat,859799
1988,Virginia,"Fulani, Lenora",independent,14312
1988,Virginia,"Paul, Ronald """"Ron""""",libertarian,8336
1988,Washington,"Dukakis, Michael",democrat,933516
1988,Washington,"Bush, George H.W.",republican,903835
1988,Washington,"Paul, Ronald """"Ron""""",libertarian,17240
1988,Washington,"Larouche, Lyndon, Jr.",independent,4412
1988,Washington,"Fulani, Lenora",new alliance,3520
1988,Washington,"Holmes, Larry",workers world,1440
1988,Washington,"Warren, James """"Mac""""",socialist workers,1290
1988,West Virginia,"Dukakis, Michael",democrat,341016
1988,West Virginia,"Bush, George H.W.",republican,310065
1988,West Virginia,"Fulani, Lenora",new alliance,2230
1988,Wisconsin,"Dukakis, Michael",democrat,1126794
1988,Wisconsin,"Bush, George H.W.",republican,1047499
1988,Wisconsin,,independent,15042
1988,Wisconsin,Scattering,,2273
1988,Wyoming,"Bush, George H.W.",republican,106867
1988,Wyoming,"Dukakis, Michael",democrat,67113
1988,Wyoming,"Paul, Ronald """"Ron""""",libertarian,2026
1988,Wyoming,"Fulani, Lenora",new alliance,545
1992,Alabama,"Bush, George H.W.",republican,804283
1992,Alabama,"Clinton, Bill",democrat,690080
1992,Alabama,"Perot, Ross",independent,183109
1992,Alabama,"Marrou, Andre",libertarian,5737
1992,Alabama,Other,independent,4128
1992,Alabama,,,723
1992,Alaska,"Bush, George H.W.",republican,102000
1992,Alaska,"Clinton, Bill",democrat,78294
1992,Alaska,"Perot, Ross",independent,73481
1992,Alaska,"Gritz, James """"Bo""""",america first,1379
1992,Alaska,"Marrou, Andre",libertarian,1378
1992,Alaska,"Larouche, Lyndon, Jr.",independents for economic recovery,469
1992,Alaska,"Hagelin, John",natural law,433
1992,Alaska,"Phillips, Howard",taxpayers party,377
1992,Alaska,,,365
1992,Alaska,"Fulani, Lenora",new alliance,330
1992,Arizona,"Bush, George H.W.",republican,572086
1992,Arizona,"Clinton, Bill",democrat,543050
1992,Arizona,"Perot, Ross",independent,353741
1992,Arizona,"Gritz, James """"Bo""""",independent,8141
1992,Arizona,"Marrou, Andre",libertarian,6759
1992,Arizona,"Hagelin, John",natural law,2267
1992,Arizona,"Fulani, Lenora",new alliance,923
1992,Arizona,,,8
1992,Arkansas,"Clinton, Bill",democrat,505823
1992,Arkansas,"Bush, George H.W.",republican,337324
1992,Arkansas,"Perot, Ross",independent,99132
1992,Arkansas,Other,independent,8374
1992,California,"Clinton, Bill",democrat,5121325
1992,California,"Bush, George H.W.",republican,3630574
1992,California,"Perot, Ross",independent,2296006
1992,California,"Marrou, Andre",libertarian,48139
1992,California,"Daniels, Ron",peace & freedom,18597
1992,California,"Phillips, Howard",american independent party,12711
1992,California,,,4369
1992,Colorado,"Clinton, Bill",democrat,629681
1992,Colorado,"Bush, George H.W.",republican,562850
1992,Colorado,"Perot, Ross",independent,366010
1992,Colorado,"Marrou, Andre",libertarian,8669
1992,Colorado,"Fulani, Lenora",new alliance,1608
1992,Colorado,"Gritz, James """"Bo""""",democrat/republican,274
1992,Colorado,"Hagelin, John",natural law,47
1992,Colorado,Prohibition,prohibition,21
1992,Colorado,Unaffiliated,unaffiliated,20
1992,Connecticut,"Clinton, Bill",democrat,682318
1992,Connecticut,"Bush, George H.W.",republican,578313
1992,Connecticut,"Perot, Ross",independent,348771
1992,Connecticut,"Marrou, Andre",libertarian,5391
1992,Connecticut,"Fulani, Lenora",new alliance,1363
1992,Delaware,"Clinton, Bill",democrat,126054
1992,Delaware,"Bush, George H.W.",republican,102313
1992,Delaware,"Perot, Ross",independent,59213
1992,Delaware,"Fulani, Lenora",new alliance,1105
1992,Delaware,"Marrou, Andre",libertarian,935
1992,District of Columbia,"Clinton, Bill",democrat,192619
1992,District of Columbia,"Bush, George H.W.",republican,20698
1992,District of Columbia,"Perot, Ross",independent,9681
1992,District of Columbia,"Fulani, Lenora",new alliance,1459
1992,District of Columbia,"Daniels, Ronald",independent,1446
1992,District of Columbia,,,676
1992,District of Columbia,"Marrou, Andre",libertarian,467
1992,District of Columbia,"Hagelin, John",natural law,230
1992,District of Columbia,Other,socialist,191
1992,District of Columbia,Other,socialist workers,105
1992,Florida,"Bush, George H.W.",republican,2173310
1992,Florida,"Clinton, Bill",democrat,2071698
1992,Florida,"Perot, Ross",independent,1053067
1992,Florida,"Marrou, Andre",libertarian,15079
1992,Florida,,,238
1992,Georgia,"Clinton, Bill",democrat,1008966
1992,Georgia,"Bush, George H.W.",republican,995252
1992,Georgia,"Perot, Ross",independent,309657
1992,Georgia,"Marrou, Andre",libertarian,7110
1992,Georgia,,,148
1992,Hawaii,"Clinton, Bill",democrat,179310
1992,Hawaii,"Bush, George H.W.",republican,136822
1992,Hawaii,"Perot, Ross",independent,53003
1992,Hawaii,"Gritz, James """"Bo""""",independent,1452
1992,Hawaii,"Marrou, Andre",libertarian,1119
1992,Hawaii,"Fulani, Lenora",new alliance,720
1992,Hawaii,"Hagelin, John",natural law,416
1992,Idaho,"Bush, George H.W.",republican,202645
1992,Idaho,"Clinton, Bill",democrat,137013
1992,Idaho,"Perot, Ross",independent,130395
1992,Idaho,"Gritz, James """"Bo""""",independent,10894
1992,Idaho,"Marrou, Andre",libertarian,1167
1992,Illinois,"Clinton, Bill",democrat,2453350
1992,Illinois,"Bush, George H.W.",republican,1734096
1992,Illinois,"Perot, Ross",independent,840515
1992,Illinois,"Marrou, Andre",libertarian,9218
1992,Illinois,"Fulani, Lenora",new alliance,5267
1992,Illinois,"Gritz, James """"Bo""""",populist,3577
1992,Illinois,"Hagelin, John",natural law,2751
1992,Illinois,"Warren, James """"Mac""""",socialist workers,1361
1992,Illinois,,,22
1992,Indiana,"Bush, George H.W.",republican,989375
1992,Indiana,"Clinton, Bill",democrat,848420
1992,Indiana,"Perot, Ross",independent,455934
1992,Indiana,"Marrou, Andre",libertarian,7936
1992,Indiana,"Fulani, Lenora",new alliance,2583
1992,Indiana,,,1623
1992,Iowa,"Clinton, Bill",democrat,586353
1992,Iowa,"Bush, George H.W.",republican,504891
1992,Iowa,"Perot, Ross",independent,253468
1992,Iowa,"Hagelin, John",natural law,3079
1992,Iowa,Other,,1753
1992,Iowa,"Gritz, James """"Bo""""",america first,1177
1992,Iowa,"Marrou, Andre",libertarian,1076
1992,Iowa,Blank Vote/Scattering,,741
1992,Iowa,"Herer, Jack",grassroots,669
1992,Iowa,"Phillips, Howard",taxpayers party,480
1992,Iowa,"Warren, James """"Mac""""",socialist workers,273
1992,Iowa,"Larouche, Lyndon, Jr.",independents for economic recovery,238
